Candidate,Party,Criminal Cases,Education,Age,Total Assets,Liabilities,Constituency,District
Vennila.R,Republican Party of India (Athawale),0,12th Pass,50,"Rs 11,64,000 ~ 11 Lacs+",Rs 0 ~,Gudiyattam Sc),Vellore
Gopi S,IND,0,12th Pass,41,"Rs 1,02,656 ~ 1 Lacs+",Rs 0 ~,Gingee,Villuppuram
Jagajanandam R,BSP,0,Others,51,"Rs 2,00,500 ~ 2 Lacs+",Rs 0 ~,Gingee,Villuppuram
Kirubakaran T,IND,0,8th Pass,32,"Rs 10,600 ~ 10 Thou+",Rs 0 ~,Gingee,Villuppuram
Mariyappan S,IND,0,Illiterate,62,"Rs 4,30,800 ~ 4 Lacs+",Rs 0 ~,Gingee,Villuppuram
Masthan K S,DMK,29,8th Pass,65,"Rs 2,93,00,042 ~ 2 Crore+","Rs 6,60,000 ~ 6 Lacs+",Gingee,Villuppuram
Rajendiran P,Pattali Makkal Katchi,0,12th Pass,65,"Rs 44,64,682 ~ 44 Lacs+","Rs 4,19,000 ~ 4 Lacs+",Gingee,Villuppuram
Saheera,IND,0,Graduate,54,"Rs 1,62,146 ~ 1 Lacs+",Rs 0 ~,Gingee,Villuppuram
Sripathi P,Makkal Needhi Maiam,0,Post Graduate,35,"Rs 1,13,13,418 ~ 1 Crore+","Rs 20,29,291 ~ 20 Lacs+",Gingee,Villuppuram
Sugumar Ap,Naam Tamilar Katchi,0,Graduate,35,"Rs 6,41,000 ~ 6 Lacs+",Rs 0 ~,Gingee,Villuppuram
Chandra Prakash R,IND,0,12th Pass,26,"Rs 40,500 ~ 40 Thou+",Rs 0 ~,Mailam,Villuppuram
